SITE,DATE,SPECIES,fishTotalLength,fishWeight,before_after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,30,0,after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,23,0,after
GUIL,2018-12-07,Poecilia_reticulata,26,0,after
GUIL,2018-12-07,Poecilia_reticulata,28,0,after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,22,0,after
GUIL,2018-12-07,Poecilia_reticulata,26,0,after
GUIL,2018-12-07,Poecilia_reticulata,29,0,after
GUIL,2018-12-07,Poecilia_reticulata,26,0,after
GUIL,2018-12-07,Poecilia_reticulata,28,0,after
GUIL,2018-12-07,Poecilia_reticulata,37,0,after
GUIL,2018-12-07,Poecilia_reticulata,17,0,after
GUIL,2018-12-07,Poecilia_reticulata,32,0,after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,33,0,after
GUIL,2018-12-07,Poecilia_reticulata,25,0,after
GUIL,2018-12-07,Poecilia_reticulata,27,0,after
GUIL,2018-12-07,Poecilia_reticulata,23,0,after
GUIL,2018-12-07,Poecilia_reticulata,28,0,after
GUIL,2018-12-07,Poecilia_reticulata,36,0,after
GUIL,2019-02-11,Poecilia_reticulata,30,0,after
GUIL,2019-02-11,Poecilia_reticulata,30,0,after
GUIL,2019-02-11,Poecilia_reticulata,31,0,after
GUIL,2019-02-11,Poecilia_reticulata,30,0,after
GUIL,2019-02-11,Poecilia_reticulata,29,0,after
GUIL,2019-02-11,Poecilia_reticulata,33,0,after
GUIL,2019-02-11,Poecilia_reticulata,32,0,after
GUIL,2019-02-11,Poecilia_reticulata,25,0,after
GUIL,2019-02-11,Poecilia_reticulata,37,0,after
GUIL,2019-02-11,Poecilia_reticulata,32,0,after
GUIL,2019-02-11,Poecilia_reticulata,32,0,after
GUIL,2019-02-11,Poecilia_reticulata,38,1,after
GUIL,2019-02-11,Poecilia_reticulata,33,0,after
GUIL,2019-02-11,Poecilia_reticulata,32,0,after
GUIL,2019-02-11,Poecilia_reticulata,12,0,after
GUIL,2019-02-11,Poecilia_reticulata,29,0,after
GUIL,2019-02-11,Poecilia_reticulata,29,0,after
GUIL,2019-02-11,Poecilia_reticulata,26,0,after
GUIL,2019-02-11,Poecilia_reticulata,24,0,after
GUIL,2019-02-11,Poecilia_reticulata,28,0,after
GUIL,2019-02-11,Poecilia_reticulata,27,0,after
GUIL,2019-02-11,Poecilia_reticulata,38,1,after
GUIL,2019-02-11,Poecilia_reticulata,34,0,after
GUIL,2019-02-11,Poecilia_reticulata,37,1,after
GUIL,2019-02-11,Poecilia_reticulata,26,0,after
GUIL,2019-02-11,Poecilia_reticulata,25,0,after
GUIL,2019-02-11,Poecilia_reticulata,38,1,after
GUIL,2019-02-11,Poecilia_reticulata,15,0,after
GUIL,2019-02-11,Poecilia_reticulata,26,0,after
GUIL,2019-02-11,Poecilia_reticulata,28,0,after
GUIL,2019-02-11,Poecilia_reticulata,27,0,after
GUIL,2019-02-11,Poecilia_reticulata,27,0,after
GUIL,2019-02-11,Poecilia_reticulata,37,1,after
GUIL,2019-02-11,Poecilia_reticulata,29,0,after
GUIL,2019-02-11,Poecilia_reticulata,24,0,after
GUIL,2019-02-11,Poecilia_reticulata,25,0,after
GUIL,2019-02-11,Poecilia_reticulata,31,0,after
GUIL,2019-02-11,Poecilia_reticulata,37,1,after
GUIL,2019-02-11,Poecilia_reticulata,47,1,after
GUIL,2019-02-11,Poecilia_reticulata,40,1,after
GUIL,2019-02-11,Poecilia_reticulata,42,1,after
GUIL,2019-02-11,Poecilia_reticulata,32,0,after
GUIL,2019-02-11,Poecilia_reticulata,27,0,after
GUIL,2019-02-11,Poecilia_reticulata,28,0,after
GUIL,2019-02-11,Poecilia_reticulata,44,1,after
GUIL,2019-02-11,Poecilia_reticulata,24,0,after
GUIL,2019-02-11,Poecilia_reticulata,24,0,after
GUIL,2019-02-11,Poecilia_reticulata,46,1,after
GUIL,2019-02-11,Poecilia_reticulata,41,1,after
GUIL,2019-02-11,Poecilia_reticulata,37,1,after
GUIL,2019-02-11,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,22,0,after
GUIL,2019-02-12,Poecilia_reticulata,14,0,after
GUIL,2019-02-12,Poecilia_reticulata,19,0,after
GUIL,2019-02-12,Poecilia_reticulata,23,0,after
GUIL,2019-02-12,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,25,0,after
GUIL,2019-02-12,Poecilia_reticulata,33,0,after
GUIL,2019-02-12,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,42,1,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,36,1,after
GUIL,2019-02-12,Poecilia_reticulata,17,0,after
GUIL,2019-02-12,Poecilia_reticulata,37,1,after
GUIL,2019-02-12,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,32,0,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,23,0,after
GUIL,2019-02-12,Poecilia_reticulata,25,0,after
GUIL,2019-02-12,Poecilia_reticulata,36,1,after
GUIL,2019-02-12,Poecilia_reticulata,16,0,after
GUIL,2019-02-12,Poecilia_reticulata,24,0,after
GUIL,2019-02-12,Poecilia_reticulata,16,0,after
GUIL,2019-02-12,Poecilia_reticulata,31,0,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,38,1,after
GUIL,2019-02-12,Poecilia_reticulata,17,0,after
GUIL,2019-02-12,Poecilia_reticulata,30,0,after
GUIL,2019-02-12,Poecilia_reticulata,42,1,after
GUIL,2019-02-12,Poecilia_reticulata,37,1,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,24,0,after
GUIL,2019-02-12,Poecilia_reticulata,36,1,after
GUIL,2019-02-12,Poecilia_reticulata,37,1,after
GUIL,2019-02-12,Poecilia_reticulata,32,0,after
GUIL,2019-02-12,Poecilia_reticulata,26,0,after
GUIL,2019-02-12,Poecilia_reticulata,20,0,after
GUIL,2019-02-12,Poecilia_reticulata,29,0,after
GUIL,2019-02-12,Poecilia_reticulata,30,0,after
GUIL,2019-02-12,Poecilia_reticulata,30,0,after
GUIL,2019-02-12,Poecilia_reticulata,46,1,after
GUIL,2019-02-12,Poecilia_reticulata,26,0,after
GUIL,2019-02-12,Poecilia_reticulata,24,0,after
GUIL,2019-02-12,Poecilia_reticulata,24,0,after
GUIL,2019-02-12,Poecilia_reticulata,27,0,after
GUIL,2019-02-12,Poecilia_reticulata,24,0,after
GUIL,2019-02-12,Poecilia_reticulata,28,0,after
GUIL,2019-02-12,Poecilia_reticulata,26,0,after
GUIL,2019-02-12,Poecilia_reticulata,26,0,after
GUIL,2019-02-12,Poecilia_reticulata,49,1,after
GUIL,2019-02-13,Poecilia_reticulata,31,0,after
GUIL,2019-02-13,Poecilia_reticulata,45,3,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,45,1,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,32,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,39,1,after
GUIL,2019-02-13,Poecilia_reticulata,34,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,21,0,after
GUIL,2019-02-13,Poecilia_reticulata,46,1,after
GUIL,2019-02-13,Poecilia_reticulata,32,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,19,0,after
GUIL,2019-02-13,Poecilia_reticulata,31,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,29,0,after
GUIL,2019-02-13,Poecilia_reticulata,15,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,20,0,after
GUIL,2019-02-13,Poecilia_reticulata,31,0,after
GUIL,2019-02-13,Poecilia_reticulata,22,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,45,1,after
GUIL,2019-02-13,Poecilia_reticulata,24,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,17,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,47,2,after
GUIL,2019-02-13,Poecilia_reticulata,14,0,after
GUIL,2019-02-13,Poecilia_reticulata,43,1,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,40,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,24,0,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,27,0,after
GUIL,2019-02-13,Poecilia_reticulata,40,2,after
GUIL,2019-02-13,Poecilia_reticulata,32,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,41,1,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,17,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,36,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,38,1,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,20,0,after
GUIL,2019-02-13,Poecilia_reticulata,15,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,40,1,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,22,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,50,1,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,40,1,after
GUIL,2019-02-13,Poecilia_reticulata,36,0,after
GUIL,2019-02-13,Poecilia_reticulata,42,1,after
GUIL,2019-02-13,Poecilia_reticulata,39,1,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,42,1,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,20,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,43,1,after
GUIL,2019-02-13,Poecilia_reticulata,19,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,26,0,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-13,Poecilia_reticulata,28,0,after
GUIL,2019-02-13,Poecilia_reticulata,29,0,after
GUIL,2019-02-13,Poecilia_reticulata,23,0,after
GUIL,2019-02-13,Poecilia_reticulata,36,0,after
GUIL,2019-02-13,Poecilia_reticulata,30,0,after
GUIL,2019-02-13,Poecilia_reticulata,43,1,after
GUIL,2019-02-13,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,36,1,after
GUIL,2019-02-14,Poecilia_reticulata,31,0,after
GUIL,2019-02-14,Poecilia_reticulata,42,1,after
GUIL,2019-02-14,Poecilia_reticulata,43,1,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,30,0,after
GUIL,2019-02-14,Poecilia_reticulata,26,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,31,0,after
GUIL,2019-02-14,Poecilia_reticulata,22,0,after
GUIL,2019-02-14,Poecilia_reticulata,22,0,after
GUIL,2019-02-14,Poecilia_reticulata,35,0,after
GUIL,2019-02-14,Poecilia_reticulata,30,0,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,31,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,29,0,after
GUIL,2019-02-14,Poecilia_reticulata,46,1,after
GUIL,2019-02-14,Poecilia_reticulata,44,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,30,0,after
GUIL,2019-02-14,Poecilia_reticulata,30,0,after
GUIL,2019-02-14,Poecilia_reticulata,20,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,22,0,after
GUIL,2019-02-14,Poecilia_reticulata,26,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,29,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,41,1,after
GUIL,2019-02-14,Poecilia_reticulata,45,1,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,33,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,15,0,after
GUIL,2019-02-14,Poecilia_reticulata,24,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,26,0,after
GUIL,2019-02-14,Poecilia_reticulata,17,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,41,0,after
GUIL,2019-02-14,Poecilia_reticulata,39,1,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,37,1,after
GUIL,2019-02-14,Poecilia_reticulata,30,0,after
GUIL,2019-02-14,Poecilia_reticulata,32,0,after
GUIL,2019-02-14,Poecilia_reticulata,36,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,17,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,37,1,after
GUIL,2019-02-14,Poecilia_reticulata,37,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,16,0,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,12,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,36,1,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,17,0,after
GUIL,2019-02-14,Poecilia_reticulata,37,1,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,29,0,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,28,0,after
GUIL,2019-02-14,Poecilia_reticulata,27,0,after
GUIL,2019-02-14,Poecilia_reticulata,33,1,after
GUIL,2019-02-14,Poecilia_reticulata,39,1,after
GUIL,2019-02-14,Poecilia_reticulata,37,1,after
GUIL,2019-02-14,Poecilia_reticulata,38,1,after
GUIL,2019-02-14,Poecilia_reticulata,29,0,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,40,1,after
GUIL,2019-02-14,Poecilia_reticulata,34,0,after
GUIL,2019-02-14,Poecilia_reticulata,26,0,after
GUIL,2019-02-14,Poecilia_reticulata,32,1,after
GUIL,2019-02-14,Poecilia_reticulata,25,0,after
GUIL,2019-02-14,Poecilia_reticulata,37,0,after
GUIL,2019-02-14,Poecilia_reticulata,45,1,after
GUIL,2019-11-18,Poecilia_reticulata,37,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,15,0,after
GUIL,2019-11-18,Poecilia_reticulata,14,0,after
GUIL,2019-11-18,Poecilia_reticulata,32,0,after
GUIL,2019-11-18,Poecilia_reticulata,17,0,after
GUIL,2019-11-18,Poecilia_reticulata,12,0,after
GUIL,2019-11-18,Poecilia_reticulata,12,0,after
GUIL,2019-11-18,Poecilia_reticulata,31,0,after
GUIL,2019-11-18,Poecilia_reticulata,20,0,after
GUIL,2019-11-18,Poecilia_reticulata,15,3,after
GUIL,2019-11-18,Poecilia_reticulata,14,0,after
GUIL,2019-11-18,Poecilia_reticulata,30,0,after
GUIL,2019-11-18,Poecilia_reticulata,20,0,after
GUIL,2019-11-18,Poecilia_reticulata,25,0,after
GUIL,2019-11-18,Poecilia_reticulata,25,0,after
GUIL,2019-11-18,Poecilia_reticulata,21,0,after
GUIL,2019-11-18,Poecilia_reticulata,22,0,after
GUIL,2019-11-18,Poecilia_reticulata,27,0,after
GUIL,2019-11-18,Poecilia_reticulata,26,0,after
GUIL,2019-11-18,Poecilia_reticulata,25,0,after
GUIL,2019-11-18,Poecilia_reticulata,22,0,after
GUIL,2019-11-18,Poecilia_reticulata,24,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,1,after
GUIL,2019-11-18,Poecilia_reticulata,17,0,after
GUIL,2019-11-18,Poecilia_reticulata,25,0,after
GUIL,2019-11-18,Poecilia_reticulata,15,0,after
GUIL,2019-11-18,Poecilia_reticulata,24,0,after
GUIL,2019-11-18,Poecilia_reticulata,18,0,after
GUIL,2019-11-18,Poecilia_reticulata,14,0,after
GUIL,2019-11-18,Poecilia_reticulata,21,0,after
GUIL,2019-11-18,Poecilia_reticulata,17,0,after
GUIL,2019-11-18,Poecilia_reticulata,15,0,after
GUIL,2019-11-18,Poecilia_reticulata,8,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,22,0,after
GUIL,2019-11-18,Poecilia_reticulata,26,0,after
GUIL,2019-11-18,Poecilia_reticulata,36,0,after
GUIL,2019-11-18,Poecilia_reticulata,32,1,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,23,0,after
GUIL,2019-11-18,Poecilia_reticulata,24,0,after
GUIL,2019-11-18,Poecilia_reticulata,17,0,after
GUIL,2019-11-18,Poecilia_reticulata,15,0,after
GUIL,2019-11-18,Poecilia_reticulata,30,0,after
GUIL,2019-11-18,Poecilia_reticulata,28,0,after
GUIL,2019-11-18,Poecilia_reticulata,17,0,after
GUIL,2019-11-18,Poecilia_reticulata,25,0,after
GUIL,2019-11-18,Poecilia_reticulata,16,0,after
GUIL,2019-11-19,Poecilia_reticulata,33,0,after
GUIL,2019-11-19,Poecilia_reticulata,19,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,20,0,after
GUIL,2019-11-19,Poecilia_reticulata,34,0,after
GUIL,2019-11-19,Poecilia_reticulata,33,0,after
GUIL,2019-11-19,Poecilia_reticulata,20,0,after
GUIL,2019-11-19,Poecilia_reticulata,32,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,28,0,after
GUIL,2019-11-19,Poecilia_reticulata,22,0,after
GUIL,2019-11-19,Poecilia_reticulata,12,0,after
GUIL,2019-11-19,Poecilia_reticulata,22,0,after
GUIL,2019-11-19,Poecilia_reticulata,30,0,after
GUIL,2019-11-19,Poecilia_reticulata,36,0,after
GUIL,2019-11-19,Poecilia_reticulata,35,0,after
GUIL,2019-11-19,Poecilia_reticulata,30,0,after
GUIL,2019-11-19,Poecilia_reticulata,32,0,after
GUIL,2019-11-19,Poecilia_reticulata,17,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,32,0,after
GUIL,2019-11-19,Poecilia_reticulata,35,0,after
GUIL,2019-11-19,Poecilia_reticulata,35,0,after
GUIL,2019-11-19,Poecilia_reticulata,24,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,21,0,after
GUIL,2019-11-19,Poecilia_reticulata,28,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,25,0,after
GUIL,2019-11-19,Poecilia_reticulata,35,0,after
GUIL,2019-11-19,Poecilia_reticulata,39,0,after
GUIL,2019-11-19,Poecilia_reticulata,17,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,24,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,25,0,after
GUIL,2019-11-19,Poecilia_reticulata,15,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,25,0,after
GUIL,2019-11-19,Poecilia_reticulata,20,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,19,0,after
GUIL,2019-11-19,Poecilia_reticulata,32,0,after
GUIL,2019-11-19,Poecilia_reticulata,20,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-19,Poecilia_reticulata,29,0,after
GUIL,2019-11-19,Poecilia_reticulata,23,0,after
GUIL,2019-11-19,Poecilia_reticulata,35,0,after
GUIL,2019-11-19,Poecilia_reticulata,26,0,after
GUIL,2019-11-19,Poecilia_reticulata,27,0,after
GUIL,2019-11-20,Poecilia_reticulata,16,0,after
GUIL,2019-11-20,Poecilia_reticulata,15,0,after
GUIL,2019-11-20,Poecilia_reticulata,32,0,after
GUIL,2019-11-20,Poecilia_reticulata,23,0,after
GUIL,2019-11-20,Poecilia_reticulata,30,0,after
GUIL,2019-11-20,Poecilia_reticulata,30,0,after
GUIL,2019-11-20,Poecilia_reticulata,20,0,after
GUIL,2019-11-20,Poecilia_reticulata,46,1,after
GUIL,2019-11-20,Poecilia_reticulata,27,0,after
GUIL,2019-11-20,Poecilia_reticulata,34,0,after
GUIL,2019-11-20,Poecilia_reticulata,35,0,after
GUIL,2019-11-20,Poecilia_reticulata,35,0,after
GUIL,2019-11-20,Poecilia_reticulata,21,0,after
GUIL,2019-11-20,Poecilia_reticulata,40,1,after
GUIL,2019-11-20,Poecilia_reticulata,31,0,after
GUIL,2019-11-20,Poecilia_reticulata,17,0,after
GUIL,2019-11-20,Poecilia_reticulata,23,0,after
GUIL,2019-11-20,Poecilia_reticulata,16,0,after
GUIL,2019-11-20,Poecilia_reticulata,23,0,after
GUIL,2019-11-20,Poecilia_reticulata,14,0,after
GUIL,2019-11-20,Poecilia_reticulata,21,0,after
GUIL,2019-11-20,Poecilia_reticulata,26,0,after
GUIL,2019-11-20,Poecilia_reticulata,27,0,after
GUIL,2019-11-20,Poecilia_reticulata,17,0,after
GUIL,2019-11-20,Poecilia_reticulata,22,0,after
GUIL,2019-11-20,Poecilia_reticulata,25,0,after
GUIL,2019-11-20,Poecilia_reticulata,21,0,after
GUIL,2019-11-20,Poecilia_reticulata,31,0,after
GUIL,2019-11-20,Poecilia_reticulata,20,0,after
GUIL,2019-11-20,Poecilia_reticulata,21,0,after
GUIL,2019-11-20,Poecilia_reticulata,26,0,after
GUIL,2019-11-20,Poecilia_reticulata,19,0,after
GUIL,2019-11-20,Poecilia_reticulata,31,0,after
GUIL,2019-11-20,Poecilia_reticulata,27,0,after
GUIL,2019-11-20,Poecilia_reticulata,37,0,after
GUIL,2019-11-20,Poecilia_reticulata,18,0,after
GUIL,2019-11-20,Poecilia_reticulata,20,0,after
GUIL,2019-11-20,Poecilia_reticulata,21,0,after
GUIL,2019-11-20,Poecilia_reticulata,16,0,after
GUIL,2019-11-20,Poecilia_reticulata,26,0,after
GUIL,2019-11-20,Poecilia_reticulata,22,0,after
GUIL,2019-11-20,Poecilia_reticulata,13,0,after
GUIL,2019-11-20,Poecilia_reticulata,27,0,after
GUIL,2019-11-20,Poecilia_reticulata,13,0,after
GUIL,2019-11-20,Poecilia_reticulata,25,0,after
GUIL,2019-11-20,Poecilia_reticulata,28,0,after
GUIL,2019-11-20,Poecilia_reticulata,16,0,after
GUIL,2019-11-20,Poecilia_reticulata,24,0,after
